| Atletico-MG          | 14 | 4  | 1  = 46 |
----------------------------------------------------------------------------
| Internacional        | 12 | 5  | 2  = 41 |
----------------------------------------------------------------------------
| Fluminense           | 11 | 5  | 3  = 38 |
----------------------------------------------------------------------------
| Flamengo             | 11 | 4  | 4  = 37 |
----------------------------------------------------------------------------
| Sao Paulo            | 10 | 7  | 2  = 37 |
----------------------------------------------------------------------------
| Gremio               | 10 | 6  | 3  = 36 |
----------------------------------------------------------------------------
| Bragantino           | 10 | 5  | 4  = 35 |
----------------------------------------------------------------------------
| Palmeiras            | 9  | 8  | 2  = 35 |
----------------------------------------------------------------------------
| Santos               | 9  | 7  | 3  = 34 |
----------------------------------------------------------------------------
| Athletico-PR         | 9  | 5  | 5  = 32 |
----------------------------------------------------------------------------
| Corinthians          | 8  | 7  | 4  = 31 |
----------------------------------------------------------------------------
| Fortaleza            | 8  | 6  | 5  = 30 |
----------------------------------------------------------------------------
| Bahia                | 9  | 2  | 8  = 29 |
----------------------------------------------------------------------------
| Atletico-GO          | 6  | 9  | 4  = 27 |
----------------------------------------------------------------------------
| Sport                | 8  | 2  | 9  = 26 |
----------------------------------------------------------------------------
| Ceara                | 7  | 5  | 7  = 26 |
----------------------------------------------------------------------------
| Vasco                | 7  | 5  | 7  = 26 |
----------------------------------------------------------------------------
| Goias                | 6  | 5  | 8  = 23 |
----------------------------------------------------------------------------
| Coritiba             | 4  | 6  | 9  = 18 |
----------------------------------------------------------------------------
| Botafogo-RJ          | 3  | 5  | 11 = 14 |
----------------------------------------------------------------------------
